_input,_num,_widgetName,_source,_resultNumber,_pageUrl,review,reviewer,reviewerlocation,roomtip,numberofreviews,staydate
,1699,RenaissanceSouthPark,RenaissanceSouthPark,1699,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r319928601-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Restaurant and Bar staff super. Same for the room - very comfortable and quiet. Negative: Transatlantic night flight ahead - late check-out would have been nice. Receptionist: We are fully booked (Friday night ! )There are three big events ! Info-board did not show one single event for that afternoon and/or evening.,peterswiss31,Uzwil Switzerland,Room Tip: book upper floors - nicer view - Concierge service See more room tips,22 reviews,Stayed September 2015 travelled as a couple
,1700,RenaissanceSouthPark,RenaissanceSouthPark,1700,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r319928601-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance brand seems to represent a wide range of aesthetic from average hotel experience to really pretty nice hotel experience. The Starwood equivalent might be a cross-section of Sheratons AND Westins. This property is at the "average" end of the spectrum. The lobby was interesting sort of several different areas that created a warren-like effect. That opened up into a wider area where the bar and restaurant were. I had a corner king room which was fine. The bathroom was standard there was a mini fridge and a microwave. When the closet doors were open you couldn't want around them into the main room. There was nothing really to complain about but nothing that made me want to go out of my way to stay there again. It was a couple short blocks from a newer eating/shopping district which is nice.,nmhen,Rochester New York,,129 reviews,Stayed September 2015 travelled on business
,1701,RenaissanceSouthPark,RenaissanceSouthPark,1701,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r319928601-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at this hotel for a weekend shopping getaway and enjoyed it very much! It is within walking distance to Southpark Mall and many good restaurants. Our room was spacious and the bed was very comfortable. I appreciated the safety bars on both sides of the tub. I loved the very comfortable chair and ottoman! If you like great service this is a good place to stay!,larrywd257,Beckley West Virginia,,5 reviews,Stayed October 2015 travelled as a couple
,1702,RenaissanceSouthPark,RenaissanceSouthPark,1702,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336965903-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,After booking a business trip directly online with Marriott for this hotel I had to change my reservation by one day. I am a very frequent business traveler and maintain silver elite status with them. They told me that as I had prepaid they were not "able" to change it and the money I spent was forfeited - even though they had plenty of space. Simple remedy booked with DoubleTree next door that has a much more flexible change/cancellation policy. Not interested in working with companies that treat loyal customers as though they would rather not have them.,KdJd2006,Aliso Viejo California,,15 reviews,Stayed January 2016 travelled on business
,1703,RenaissanceSouthPark,RenaissanceSouthPark,1703,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336965903-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We reserved the American girl package for our 2 girls (83). We had a blast in the pool. They loved the round chairs. The included continental breakfast was awesome. The staff was very attentive and accommodating for the kids! We would definitely stay again!,Mandi J,,,9 reviews,Stayed January 2016 travelled with family
,1704,RenaissanceSouthPark,RenaissanceSouthPark,1704,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336965903-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance SouthPark Charlotte NC hotel was wonderful. Very refreshing stay and advised of places to eat for dinner. I experienced a excellent staff greeting once inside the hotel and was given a treat. The treat was very relaxing spa like bathroom and bedding that allowed you to just drift off to sleep with no problem. I would highly suggest just getting to the SouthPark Ren it is truly a well kept secret to those not familur with the great ammenities!!,Debra H,Lexington North Carolina,Room Tip: Rooms are very quiet on any side of hotel I thoroughly enjoyed being above others See more room tips; Green Features: Reanissance Charlotte SouthPark is environmentally friendly if you're staying for longer than one day there is the option to leave the towels in your room as well as the bed linen. Very happy to see the hotel has paper recycling features in the rooms itself!!,2 reviews,Stayed January 2016 travelled with family
,1705,RenaissanceSouthPark,RenaissanceSouthPark,1705,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336965903-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Service was good. We were upgraded to an Executive King which was very nice and spacious. The fitness center was well situated and equipped. Parking was no problem. When we return to Charlotte this hotel will be a solid choice.,Kevin T,Apex United States,Room Tip: Top floor corner rooms are nice See more room tips,46 reviews,Stayed December 2015 travelled as a couple
,1706,RenaissanceSouthPark,RenaissanceSouthPark,1706,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336965903-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Reservations were made about two months in advance. Two beds were requested for our girlfriends weekend away. When checking in we were told they only had rooms with king beds. Told it was a busy weekend. Staff seemed to care less. We explained that we were not interested in sharing a king size bed. They told us there was nothing they could do. Never offered to check another hotel. Our problem got resolved because a woman standing next to us over heard the conversation and offered to take a king room and give us her room that had two beds. She had already been in her room but was more than happy to help us. Front desk staff seemed "put out" because now they had to switch guest information between the rooms. Very obvious they just wanted us to take the king room. Not our first stay but probably our last. Lots of other options for our next stay.,seemgee,CharlestonSC,Room Tip: Stay somewhere else if you need your bed preference honored. See more room tips,12 reviews,Stayed December 2015 travelled with friends
,1707,RenaissanceSouthPark,RenaissanceSouthPark,1707,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r318978768-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,During my stay here it was a great location for everything including shopping walking and everything else. This hotel was amazing and an the staff was amazing I had an issue with parking an RV I was driving and these guys accommodated me and told me where I could go. It was a short walk by the Mall. Thanks guys you are wonderful!,moodyj39,Charlotte North Carolina,Room Tip: The South Park Mall right across the street one of the nicest malls in Charlotte Great Eats See more room tips,27 reviews,Stayed July 2015 travelled on business
,1708,RenaissanceSouthPark,RenaissanceSouthPark,1708,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r318978768-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Restaurant and Bar staff super. Same for the room - very comfortable and quiet. Negative: Transatlantic night flight ahead - late check-out would have been nice. Receptionist: We are fully booked (Friday night ! )There are three big events ! Info-board did not show one single event for that afternoon and/or evening.,peterswiss31,Uzwil Switzerland,Room Tip: book upper floors - nicer view - Concierge service See more room tips,22 reviews,Stayed September 2015 travelled as a couple
,1709,RenaissanceSouthPark,RenaissanceSouthPark,1709,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r318978768-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance brand seems to represent a wide range of aesthetic from average hotel experience to really pretty nice hotel experience. The Starwood equivalent might be a cross-section of Sheratons AND Westins. This property is at the "average" end of the spectrum. The lobby was interesting sort of several different areas that created a warren-like effect. That opened up into a wider area where the bar and restaurant were. I had a corner king room which was fine. The bathroom was standard there was a mini fridge and a microwave. When the closet doors were open you couldn't want around them into the main room. There was nothing really to complain about but nothing that made me want to go out of my way to stay there again. It was a couple short blocks from a newer eating/shopping district which is nice.,nmhen,Rochester New York,,129 reviews,Stayed September 2015 travelled on business
,1710,RenaissanceSouthPark,RenaissanceSouthPark,1710,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r318978768-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at this hotel for a weekend shopping getaway and enjoyed it very much! It is within walking distance to Southpark Mall and many good restaurants. Our room was spacious and the bed was very comfortable. I appreciated the safety bars on both sides of the tub. I loved the very comfortable chair and ottoman! If you like great service this is a good place to stay!,larrywd257,Beckley West Virginia,,5 reviews,Stayed October 2015 travelled as a couple
,1711,RenaissanceSouthPark,RenaissanceSouthPark,1711,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r318978768-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This hotel was nice. Very close to shopping and great restaurants. We only stayed for one night but overall it was a good experience. They still have ‘tubs’ which I do not prefer. They should update to standing showers. Other than that the room was clean and provided everything we needed for the night. I would definitely recommend this hotel.,str8foward,Atlanta,,58 reviews,Stayed September 2015 travelled as a couple
,1712,RenaissanceSouthPark,RenaissanceSouthPark,1712,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r337248623-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This hotel exceeded my expectations on many levels. From the front desk where the staff was personable efficient and helpful to the resturant where the meal was reasonable priced and the food very good with a great presentation + reasonably priced. The room was large  nice decor the bathroom was very nice and clean. overall the experience was more than I expected with the amenities of coffee tea fridge and toiletries I was more than pleased. Thank you My clients will be seeing you soon. Carolyn W,Carolyn W,Danville Virginia,Room Tip: higher floors best views See more room tips,1 review,Stayed January 2016 travelled as a couple
,1713,RenaissanceSouthPark,RenaissanceSouthPark,1713,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r337248623-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,After booking a business trip directly online with Marriott for this hotel I had to change my reservation by one day. I am a very frequent business traveler and maintain silver elite status with them. They told me that as I had prepaid they were not "able" to change it and the money I spent was forfeited - even though they had plenty of space. Simple remedy booked with DoubleTree next door that has a much more flexible change/cancellation policy. Not interested in working with companies that treat loyal customers as though they would rather not have them.,KdJd2006,Aliso Viejo California,,15 reviews,Stayed January 2016 travelled on business
,1714,RenaissanceSouthPark,RenaissanceSouthPark,1714,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r337248623-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We reserved the American girl package for our 2 girls (83). We had a blast in the pool. They loved the round chairs. The included continental breakfast was awesome. The staff was very attentive and accommodating for the kids! We would definitely stay again!,Mandi J,,,9 reviews,Stayed January 2016 travelled with family
,1715,RenaissanceSouthPark,RenaissanceSouthPark,1715,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r337248623-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance SouthPark Charlotte NC hotel was wonderful. Very refreshing stay and advised of places to eat for dinner. I experienced a excellent staff greeting once inside the hotel and was given a treat. The treat was very relaxing spa like bathroom and bedding that allowed you to just drift off to sleep with no problem. I would highly suggest just getting to the SouthPark Ren it is truly a well kept secret to those not familur with the great ammenities!!,Debra H,Lexington North Carolina,Room Tip: Rooms are very quiet on any side of hotel I thoroughly enjoyed being above others See more room tips; Green Features: Reanissance Charlotte SouthPark is environmentally friendly if you're staying for longer than one day there is the option to leave the towels in your room as well as the bed linen. Very happy to see the hotel has paper recycling features in the rooms itself!!,2 reviews,Stayed January 2016 travelled with family
,1716,RenaissanceSouthPark,RenaissanceSouthPark,1716,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r337248623-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Service was good. We were upgraded to an Executive King which was very nice and spacious. The fitness center was well situated and equipped. Parking was no problem. When we return to Charlotte this hotel will be a solid choice.,Kevin T,Apex United States,Room Tip: Top floor corner rooms are nice See more room tips,46 reviews,Stayed December 2015 travelled as a couple
,1717,RenaissanceSouthPark,RenaissanceSouthPark,1717,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315616138-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance brand seems to represent a wide range of aesthetic from average hotel experience to really pretty nice hotel experience. The Starwood equivalent might be a cross-section of Sheratons AND Westins. This property is at the "average" end of the spectrum. The lobby was interesting sort of several different areas that created a warren-like effect. That opened up into a wider area where the bar and restaurant were. I had a corner king room which was fine. The bathroom was standard there was a mini fridge and a microwave. When the closet doors were open you couldn't want around them into the main room. There was nothing really to complain about but nothing that made me want to go out of my way to stay there again. It was a couple short blocks from a newer eating/shopping district which is nice.,nmhen,Rochester New York,,129 reviews,Stayed September 2015 travelled on business
,1718,RenaissanceSouthPark,RenaissanceSouthPark,1718,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315616138-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at this hotel for a weekend shopping getaway and enjoyed it very much! It is within walking distance to Southpark Mall and many good restaurants. Our room was spacious and the bed was very comfortable. I appreciated the safety bars on both sides of the tub. I loved the very comfortable chair and ottoman! If you like great service this is a good place to stay!,larrywd257,Beckley West Virginia,,5 reviews,Stayed October 2015 travelled as a couple
,1719,RenaissanceSouthPark,RenaissanceSouthPark,1719,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315616138-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This hotel was nice. Very close to shopping and great restaurants. We only stayed for one night but overall it was a good experience. They still have ‘tubs’ which I do not prefer. They should update to standing showers. Other than that the room was clean and provided everything we needed for the night. I would definitely recommend this hotel.,str8foward,Atlanta,,58 reviews,Stayed September 2015 travelled as a couple
,1720,RenaissanceSouthPark,RenaissanceSouthPark,1720,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315616138-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Have stayed here 5 or 6 times over the past couple of months on business. Not overwhelming but real nice. Club level has a nice beat fast on the first floor and the service is always great. Convenient if you are doing business in South Park and within walking distance to Whole Foods and othe shops.,intrepidtravelerfla,St. Petersburg Florida,,314 reviews,Stayed August 2015 travelled on business
,1721,RenaissanceSouthPark,RenaissanceSouthPark,1721,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315616138-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Better than average although I did not have any meals here. Everyone was exceptionally friendly and helpful. Also very clean with a comfortable bed and quiet at night. The shower is terrific. They could use an upgrade on the TV channels and reception.,P O,Ivy Virginia,,2 reviews,Stayed September 2015 travelled solo
,1722,RenaissanceSouthPark,RenaissanceSouthPark,1722,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315957330-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Restaurant and Bar staff super. Same for the room - very comfortable and quiet. Negative: Transatlantic night flight ahead - late check-out would have been nice. Receptionist: We are fully booked (Friday night ! )There are three big events ! Info-board did not show one single event for that afternoon and/or evening.,peterswiss31,Uzwil Switzerland,Room Tip: book upper floors - nicer view - Concierge service See more room tips,22 reviews,Stayed September 2015 travelled as a couple
,1723,RenaissanceSouthPark,RenaissanceSouthPark,1723,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315957330-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,The Renaissance brand seems to represent a wide range of aesthetic from average hotel experience to really pretty nice hotel experience. The Starwood equivalent might be a cross-section of Sheratons AND Westins. This property is at the "average" end of the spectrum. The lobby was interesting sort of several different areas that created a warren-like effect. That opened up into a wider area where the bar and restaurant were. I had a corner king room which was fine. The bathroom was standard there was a mini fridge and a microwave. When the closet doors were open you couldn't want around them into the main room. There was nothing really to complain about but nothing that made me want to go out of my way to stay there again. It was a couple short blocks from a newer eating/shopping district which is nice.,nmhen,Rochester New York,,129 reviews,Stayed September 2015 travelled on business
,1724,RenaissanceSouthPark,RenaissanceSouthPark,1724,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315957330-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,We stayed at this hotel for a weekend shopping getaway and enjoyed it very much! It is within walking distance to Southpark Mall and many good restaurants. Our room was spacious and the bed was very comfortable. I appreciated the safety bars on both sides of the tub. I loved the very comfortable chair and ottoman! If you like great service this is a good place to stay!,larrywd257,Beckley West Virginia,,5 reviews,Stayed October 2015 travelled as a couple
,1725,RenaissanceSouthPark,RenaissanceSouthPark,1725,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315957330-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,This hotel was nice. Very close to shopping and great restaurants. We only stayed for one night but overall it was a good experience. They still have ‘tubs’ which I do not prefer. They should update to standing showers. Other than that the room was clean and provided everything we needed for the night. I would definitely recommend this hotel.,str8foward,Atlanta,,58 reviews,Stayed September 2015 travelled as a couple
,1726,RenaissanceSouthPark,RenaissanceSouthPark,1726,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315957330-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Have stayed here 5 or 6 times over the past couple of months on business. Not overwhelming but real nice. Club level has a nice beat fast on the first floor and the service is always great. Convenient if you are doing business in South Park and within walking distance to Whole Foods and othe shops.,intrepidtravelerfla,St. Petersburg Florida,,314 reviews,Stayed August 2015 travelled on business
,1727,RenaissanceSouthPark,RenaissanceSouthPark,1727,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315464405-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at this hotel for a weekend shopping getaway and enjoyed it very much! It is within walking distance to Southpark Mall and many good restaurants. Our room was spacious and the bed was very comfortable. I appreciated the safety bars on both sides of the tub. I loved the very comfortable chair and ottoman! If you like great service this is a good place to stay!,larrywd257,Beckley West Virginia,,5 reviews,Stayed October 2015 travelled as a couple
,1728,RenaissanceSouthPark,RenaissanceSouthPark,1728,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315464405-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This hotel was nice. Very close to shopping and great restaurants. We only stayed for one night but overall it was a good experience. They still have ‘tubs’ which I do not prefer. They should update to standing showers. Other than that the room was clean and provided everything we needed for the night. I would definitely recommend this hotel.,str8foward,Atlanta,,58 reviews,Stayed September 2015 travelled as a couple
,1729,RenaissanceSouthPark,RenaissanceSouthPark,1729,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315464405-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Have stayed here 5 or 6 times over the past couple of months on business. Not overwhelming but real nice. Club level has a nice beat fast on the first floor and the service is always great. Convenient if you are doing business in South Park and within walking distance to Whole Foods and othe shops.,intrepidtravelerfla,St. Petersburg Florida,,314 reviews,Stayed August 2015 travelled on business
,1730,RenaissanceSouthPark,RenaissanceSouthPark,1730,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315464405-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Better than average although I did not have any meals here. Everyone was exceptionally friendly and helpful. Also very clean with a comfortable bed and quiet at night. The shower is terrific. They could use an upgrade on the TV channels and reception.,P O,Ivy Virginia,,2 reviews,Stayed September 2015 travelled solo
,1731,RenaissanceSouthPark,RenaissanceSouthPark,1731,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r315464405-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I stayed at this hotel for 2 days at the beginning of the month. I accompanied my husband to Charlotte and while he was taking care of busy I just wanted to be able to relax at a nice place and walk to shopping or grab a bite if I wanted (being that I was on foot patrol :-) hubby had the car). As we drove up to the hotel we were greeted by this enthusiastic gentleman (loved it!). Then I walked in the hotel and loved the beautiful and calm environment and was greeted by the wonderful women at the front desk. When I got to my room I was in heaven; it was exactly what I needed. In the evening I did walk to South Park mall (just about a 5 min walk) and when I came back to the hotel they had a signature I believe fruit drink that was awesome. I had a half cup and sipped and then had to ask the nice lady to fill it to the top. The next day I was greeted with Starbucks coffee downstairs in front of the convenient restaurant and I believe later in the day they had another treat out for the guests' enjoyment but I missed it beause the mall was calling my name again. I just wanted to thank all the personnel at his hotel for an incredible stay.,rosekerr2002,charlotte,,4 reviews,Stayed September 2015 travelled with family
,1732,RenaissanceSouthPark,RenaissanceSouthPark,1732,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r339289475-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Lovely room with updated stylish interiors. Luxurious bed and bedding excellent lighting deluxe bathroom nice layout. Reception staff excellent. Complimentary afternoon wine and morning coffee. Would recommend without hesitation.,609carol,Tryon North Carolina,Room Tip: High floor See more room tips,7 reviews,Stayed December 2015 travelled with family
,1733,RenaissanceSouthPark,RenaissanceSouthPark,1733,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r339289475-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Rooms and common areas are very nice but starting to get dated compared to other properties. Main complaint is the service has gone down dramatically. Have been staying here constantly for 4 years and in the past felt welcome and at home. Doesn't have that feel anymore. I stay here for business despite it being out of the way. I don't think I will do that in the future.,Jeb811,Severna Park Maryland,,2 reviews,Stayed January 2016 travelled on business
,1734,RenaissanceSouthPark,RenaissanceSouthPark,1734,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r339289475-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The location of this hotel is in South Park area of Charlotte. Great location for shopping and many wonderful restaurants within walking distance. Their are many different sizes of rooms to choose from. We stayed in a corner room that was quite nice. Larger than the side rooms. The rooms are very nicely decorated with attention paid to detail. Very clean and comfortable! The lobby is very inviting in bright colors and it opens up into a beautiful atrium with small bar. Their is also a restaurant that serves breakfast and it was very good!! We also enjoyed sitting outside in their courtyard area. Very comfortable seating trees with lights and fire pits. A great place to sit chat and have a drink. Although we weren't there long enough to use but their is a very nice pool area and a nice workout room. We definitely will stay at the Marriott again. Very pleased!,suegirlnc,Conover North Carolina,,82 reviews,Stayed October 2015
,1735,RenaissanceSouthPark,RenaissanceSouthPark,1735,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r339289475-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This hotel exceeded my expectations on many levels. From the front desk where the staff was personable efficient and helpful to the resturant where the meal was reasonable priced and the food very good with a great presentation + reasonably priced. The room was large  nice decor the bathroom was very nice and clean. overall the experience was more than I expected with the amenities of coffee tea fridge and toiletries I was more than pleased. Thank you My clients will be seeing you soon. Carolyn W,Carolyn W,Danville Virginia,Room Tip: higher floors best views See more room tips,1 review,Stayed January 2016 travelled as a couple
,1736,RenaissanceSouthPark,RenaissanceSouthPark,1736,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r339289475-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,After booking a business trip directly online with Marriott for this hotel I had to change my reservation by one day. I am a very frequent business traveler and maintain silver elite status with them. They told me that as I had prepaid they were not "able" to change it and the money I spent was forfeited - even though they had plenty of space. Simple remedy booked with DoubleTree next door that has a much more flexible change/cancellation policy. Not interested in working with companies that treat loyal customers as though they would rather not have them.,KdJd2006,Aliso Viejo California,,15 reviews,Stayed January 2016 travelled on business
,1737,RenaissanceSouthPark,RenaissanceSouthPark,1737,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197148861-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We usually stay here when we travel to Charlotte a few times a year. The hotel is nice parking is easy and it is super close to everything. Right next to the Southpark Mall (which is crazy crowded btw) but tons of restaurants and not far from I-77. The staff is great at giving recommendations on places to go and eat and are always really friendly. We will return and we would recommend!,Colleen H,Charleston South Carolina,,75 reviews,Stayed March 2014 travelled with friends
,1738,RenaissanceSouthPark,RenaissanceSouthPark,1738,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197148861-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,My wife and I stayed here overnight for a quick get-away. Exceptional front desk staff settled us in quickly enjoyed the modern decorating of the lobby evelator banks rooms. Visit the outdoor courtyard if possible nice place to relax if weather cooperates. Good sized rooms one poor item was no free W-Fi disappointing for a property at this level. Didn't visit the lobby bar but it looked like a popular choice around 10pm. Also did not try the restaurant but we enjoyed the selection in the breakfast buffet at the managers lounge. Great Piedmont location next to SouthPark Mall and Piedmont Town Center although you still would want to drive to either.,FaSnizel,Davidson North Carolina,Room Tip: Higher is better with nearby local roadways. See more room tips,125 reviews,Stayed March 2014 travelled as a couple
,1739,RenaissanceSouthPark,RenaissanceSouthPark,1739,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197148861-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Just returned from a great weekend stay in a fabulous hotel and remarkable service. Huge hugs and kudos to Chelsea and Danny! They were magical from the moment of arrival to the "hard to say good-bye" on Sunday. Chelsea was ready with a smile at the flawless check-in. She heightened the experience with an up grade. She later shared her expertise for activities and sight seeing excursions which were magnificent.The Club Level provided several amenities and Room 601 was prepared in Immaculate fashion. Danny's job description is Bellman/Doorman; however his energy passion and genuine warmth has made him a solid friend. He was available with expert suggestions for trips through his knowledge of the community. All staff members were kind and helpful with an inviting smile. Big KUDOS to the staff and friends of this hotel. FYI...The hotel location is directly across from a popular shopping community...South Park. Thank you all for a wonderful stay. Returning will be easy!!!,taiken4u,North Carolina,,2 reviews,Stayed March 2014 travelled as a couple
,1740,RenaissanceSouthPark,RenaissanceSouthPark,1740,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197148861-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Very convenient hotel which suits perfectly for meetings. I was there for a 3 days meeting with many other meetings in the meantime. Meeting rooms are large modern and comfortable. Considering the number of people the quality of the banket was really good. The looby the bar the terrasse are very fancy with nice colors and quality furnitures. I really enjoyed that. There is everything that you need in the room which is well soundproofed There are big pillowy beds huge flat screen tv a nice bathroom and also an iron & ironing board! The place is located very close to restaurants and a shopping center. As a whole a very good hotel with an A class service thanks to a friendly and dedicated staff.,Alexandre S,Strasbourg France,,170 reviews,Stayed February 2014 travelled on business
,1741,RenaissanceSouthPark,RenaissanceSouthPark,1741,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197148861-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,A great location across the street from a major mall. The room were nice but thought the price was a little high and they wanted $15.00 extra a day for internet. While the location was good the driveway entrance is not that good. People trying to get into the hotel or exiting are all jamed up. You can’t back out of a parking space due to the line of cars trying to drop off or pick people up at the front entrance. The entrance is a horseshoe shape with a very narrow entrance/exit lane.,takeahike66,San Francisco California,Room Tip: low and high number rooms away from the elevator can be a far walk. Rooms x18 thru x35 are near the... See more room tips,140 reviews,Stayed March 2014 travelled with friends
,1742,RenaissanceSouthPark,RenaissanceSouthPark,1742,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196847410-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,My wife and I stayed here overnight for a quick get-away. Exceptional front desk staff settled us in quickly enjoyed the modern decorating of the lobby evelator banks rooms. Visit the outdoor courtyard if possible nice place to relax if weather cooperates. Good sized rooms one poor item was no free W-Fi disappointing for a property at this level. Didn't visit the lobby bar but it looked like a popular choice around 10pm. Also did not try the restaurant but we enjoyed the selection in the breakfast buffet at the managers lounge. Great Piedmont location next to SouthPark Mall and Piedmont Town Center although you still would want to drive to either.,FaSnizel,Davidson North Carolina,Room Tip: Higher is better with nearby local roadways. See more room tips,125 reviews,Stayed March 2014 travelled as a couple
